cooalpha,codalpha,commodity_code,statreg,eligibility,use,perref,statvalue,netmass,suppunit,month,year,imports_total,imports_exc_special_regime,eligibility_mfn,eligibility_gsp,eligibility_fta,eligibility_combined_pref,eligibility_unknown,eligibility__pref_unknown,use_mfn_0,use_mfn_non_0,use_gsp_0,use_gsp_non_0,use_fta_0,use_fta_non_0,use_unknown,eligibility_pref,use_pref
AE,AE,62093000,1,e1,u11,202201,4250,96,0.0,01,2022,4250,4250,4250,0,0,0,0,0,0,4250,0,0,0,0,0,0,0
AE,AE,62104000,1,e1,u11,202201,1339,27,0.0,01,2022,1339,1339,1339,0,0,0,0,0,0,1339,0,0,0,0,0,0,0
AE,AE,62105000,1,e1,u11,202201,35937,3663,0.0,01,2022,35937,35937,35937,0,0,0,0,0,0,35937,0,0,0,0,0,0,0
AE,AE,62111100,1,e1,u11,202201,9642,202,1918.0,01,2022,9642,9642,9642,0,0,0,0,0,0,9642,0,0,0,0,0,0,0
AE,AE,62114390,1,e1,u11,202201,13458,269,0.0,01,2022,13458,13458,13458,0,0,0,0,0,0,13458,0,0,0,0,0,0,0
AE,AE,62144000,1,e1,u11,202201,4428,422,1.0,01,2022,4428,4428,4428,0,0,0,0,0,0,4428,0,0,0,0,0,0,0
AE,AE,63011000,1,e1,u11,202201,3585,1676,300.0,01,2022,3585,3585,3585,0,0,0,0,0,0,3585,0,0,0,0,0,0,0
AE,AE,63014090,1,e1,u11,202201,2928,260,1.0,01,2022,2928,2928,2928,0,0,0,0,0,0,2928,0,0,0,0,0,0,0
AE,AE,63019090,1,e1,u11,202201,14302,2405,300.0,01,2022,14302,14302,14302,0,0,0,0,0,0,14302,0,0,0,0,0,0,0
AE,AE,63023100,2,e1,uzz,202201,12683,227,0.0,01,2022,12683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,63026000,2,e1,uzz,202201,3195,14,0.0,01,2022,3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,63039100,1,e1,u11,202201,62084,13049,10660.0,01,2022,62084,62084,62084,0,0,0,0,0,0,62084,0,0,0,0,0,0,0
AE,AE,63039910,1,e1,u11,202201,3554,670,1.0,01,2022,3554,3554,3554,0,0,0,0,0,0,3554,0,0,0,0,0,0,0
AE,AE,63039990,1,e1,u11,202201,52817,10973,8222.0,01,2022,52817,52817,52817,0,0,0,0,0,0,52817,0,0,0,0,0,0,0
AE,AE,63049900,1,e1,u11,202201,1234,5,0.0,01,2022,1234,1234,1234,0,0,0,0,0,0,1234,0,0,0,0,0,0,0
AE,AE,63051090,1,e1,u11,202201,1945,28,0.0,01,2022,1945,1945,1945,0,0,0,0,0,0,1945,0,0,0,0,0,0,0
AE,AE,63079098,1,e1,u11,202201,35195,4818,0.0,01,2022,35195,35195,35195,0,0,0,0,0,0,35195,0,0,0,0,0,0,0
AE,AE,63090000,1,e1,u11,202201,181352,30910,0.0,01,2022,181352,181352,181352,0,0,0,0,0,0,181352,0,0,0,0,0,0,0
AE,AE,63101000,1,e1,u10,202201,51508,102461,0.0,01,2022,51508,51508,51508,0,0,0,0,0,51508,0,0,0,0,0,0,0,0
AE,AE,64029996,1,e1,u11,202201,1030,1,1.0,01,2022,1030,1030,1030,0,0,0,0,0,0,1030,0,0,0,0,0,0,0
AE,AE,64029998,1,e1,u11,202201,1000,40,100.0,01,2022,1000,1000,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0
AE,AE,64059090,1,e1,u11,202201,1253,20,1.0,01,2022,1253,1253,1253,0,0,0,0,0,0,1253,0,0,0,0,0,0,0
AE,AE,65050090,1,e1,u11,202201,1491,142,0.0,01,2022,1491,1491,1491,0,0,0,0,0,0,1491,0,0,0,0,0,0,0
AE,AE,68053000,1,e1,u10,202201,1560,212,0.0,01,2022,1560,1560,1560,0,0,0,0,0,1560,0,0,0,0,0,0,0,0
AE,AE,68069000,1,e1,u10,202201,54115,20397,0.0,01,2022,54115,54115,54115,0,0,0,0,0,54115,0,0,0,0,0,0,0,0
AE,AE,69049000,1,e1,u11,202201,1491,750,0.0,01,2022,1491,1491,1491,0,0,0,0,0,0,1491,0,0,0,0,0,0,0
AE,AE,69072100,1,e1,u11,202201,336396,1018743,44640.0,01,2022,336396,336396,336396,0,0,0,0,0,0,336396,0,0,0,0,0,0,0
AE,AE,69072200,1,e1,u11,202201,21992,66582,2939.0,01,2022,21992,21992,21992,0,0,0,0,0,0,21992,0,0,0,0,0,0,0
AE,AE,69072300,1,e1,u11,202201,175490,949934,59777.0,01,2022,175490,175490,175490,0,0,0,0,0,0,175490,0,0,0,0,0,0,0
AE,AE,69073000,1,e1,u11,202201,9233,4600,2400.0,01,2022,9233,9233,9233,0,0,0,0,0,0,9233,0,0,0,0,0,0,0
AE,AE,69074000,1,e1,u11,202201,73938,192128,8100.0,01,2022,73938,73938,73938,0,0,0,0,0,0,73938,0,0,0,0,0,0,0
AE,AE,69091900,1,e1,u11,202201,1966,11,0.0,01,2022,1966,1966,1966,0,0,0,0,0,0,1966,0,0,0,0,0,0,0
AE,AE,69101000,1,e1,u11,202201,1413169,989638,0.0,01,2022,1413169,1413169,1413169,0,0,0,0,0,0,1413169,0,0,0,0,0,0,0
AE,AE,69109000,1,e1,u11,202201,52925,24430,0.0,01,2022,52925,52925,52925,0,0,0,0,0,0,52925,0,0,0,0,0,0,0
AE,AE,69111000,1,e1,u11,202201,4431,699,0.0,01,2022,4431,4431,4431,0,0,0,0,0,0,4431,0,0,0,0,0,0,0
AE,AE,69119000,1,e1,u11,202201,15378,2919,0.0,01,2022,15378,15378,15378,0,0,0,0,0,0,15378,0,0,0,0,0,0,0
AE,AE,69120021,1,e1,u11,202201,10820,1061,0.0,01,2022,10820,10820,10820,0,0,0,0,0,0,10820,0,0,0,0,0,0,0
AE,AE,69139010,1,e1,u11,202201,3080,360,0.0,01,2022,3080,3080,3080,0,0,0,0,0,0,3080,0,0,0,0,0,0,0
AE,AE,69139098,1,e1,u11,202201,905,45,0.0,01,2022,905,905,905,0,0,0,0,0,0,905,0,0,0,0,0,0,0
AE,AE,70051080,1,e1,u10,202201,1189,150,7.0,01,2022,1189,1189,1189,0,0,0,0,0,1189,0,0,0,0,0,0,0,0
AE,AE,70109043,1,e1,u10,202201,1118794,2038575,7698990.0,01,2022,1118794,1118794,1118794,0,0,0,0,0,1118794,0,0,0,0,0,0,0,0
AE,AE,70109067,1,e1,u10,202201,2700,609,375000.0,01,2022,2700,2700,2700,0,0,0,0,0,2700,0,0,0,0,0,0,0,0
AE,AE,70131000,1,e1,u11,202201,1580,35,35.0,01,2022,1580,1580,1580,0,0,0,0,0,0,1580,0,0,0,0,0,0,0
AE,AE,70191200,1,e1,u11,202201,27870,21793,0.0,01,2022,27870,27870,27870,0,0,0,0,0,0,27870,0,0,0,0,0,0,0
AE,AE,71023900,1,e1,u10,202201,55266,0,16.0,01,2022,55266,55266,55266,0,0,0,0,0,55266,0,0,0,0,0,0,0,0
AE,AE,71039100,1,e1,u10,202201,118288,0,23.0,01,2022,118288,118288,118288,0,0,0,0,0,118288,0,0,0,0,0,0,0,0
AE,AE,71129200,1,e1,u10,202201,22978,1475,0.0,01,2022,22978,22978,22978,0,0,0,0,0,22978,0,0,0,0,0,0,0,0
AE,AE,71129900,1,e1,u10,202201,2946961,15349,0.0,01,2022,2946961,2946961,2946961,0,0,0,0,0,2946961,0,0,0,0,0,0,0,0
AE,AE,71131100,1,e1,u11,202201,2270,1,500.0,01,2022,2270,2270,2270,0,0,0,0,0,0,2270,0,0,0,0,0,0,0
AE,AE,71131900,1,e1,u11,202201,5385035,186,133818.0,01,2022,5385035,5385035,5385035,0,0,0,0,0,0,5385035,0,0,0,0,0,0,0
AE,AE,71131900,2,e1,uzz,202201,2003606,6257,46041.0,01,2022,2003606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,71131900,3,e1,u11,202201,5056355,184,182240.0,01,2022,5056355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,71132000,1,e1,u11,202201,11399,5,0.0,01,2022,11399,11399,11399,0,0,0,0,0,0,11399,0,0,0,0,0,0,0
AE,AE,71171100,1,e1,u11,202201,1184,1,0.0,01,2022,1184,1184,1184,0,0,0,0,0,0,1184,0,0,0,0,0,0,0
AE,AE,71179000,1,e1,u11,202201,22429,7,0.0,01,2022,22429,22429,22429,0,0,0,0,0,0,22429,0,0,0,0,0,0,0
AE,AE,72042110,1,e1,u10,202201,75471,38020,0.0,01,2022,75471,75471,75471,0,0,0,0,0,75471,0,0,0,0,0,0,0,0
AE,AE,72107080,1,e1,u10,202201,252325,194998,0.0,01,2022,252325,252325,252325,0,0,0,0,0,252325,0,0,0,0,0,0,0,0
AE,AE,72169900,1,e1,u10,202201,348712,107762,0.0,01,2022,348712,348712,348712,0,0,0,0,0,348712,0,0,0,0,0,0,0,0
AE,AE,72172090,1,e1,u10,202201,60485,50246,0.0,01,2022,60485,60485,60485,0,0,0,0,0,60485,0,0,0,0,0,0,0,0
AE,AE,72224010,1,e1,u10,202201,1456,22,0.0,01,2022,1456,1456,1456,0,0,0,0,0,1456,0,0,0,0,0,0,0,0
AE,AE,73044100,1,e1,u10,202201,2149,40,0.0,01,2022,2149,2149,2149,0,0,0,0,0,2149,0,0,0,0,0,0,0,0
AE,AE,73049000,1,e1,u10,202201,5554,255,0.0,01,2022,5554,5554,5554,0,0,0,0,0,5554,0,0,0,0,0,0,0,0
AE,AE,73063080,1,e1,u10,202201,72130,77426,0.0,01,2022,72130,72130,72130,0,0,0,0,0,72130,0,0,0,0,0,0,0,0
AE,AE,73066110,1,e1,u10,202201,190454,204126,0.0,01,2022,190454,190454,190454,0,0,0,0,0,190454,0,0,0,0,0,0,0,0
AE,AE,73066199,1,e1,u10,202201,18527,17558,0.0,01,2022,18527,18527,18527,0,0,0,0,0,18527,0,0,0,0,0,0,0,0
AE,AE,73069000,1,e1,u10,202201,721639,671819,0.0,01,2022,721639,721639,721639,0,0,0,0,0,721639,0,0,0,0,0,0,0,0
AE,AE,73079290,1,e1,u10,202201,1769,78,0.0,01,2022,1769,1769,1769,0,0,0,0,0,1769,0,0,0,0,0,0,0,0
AE,AE,73079910,1,e1,u10,202201,24576,1200,0.0,01,2022,24576,24576,24576,0,0,0,0,0,24576,0,0,0,0,0,0,0,0
AE,AE,73079980,1,e1,u10,202201,6717,167,0.0,01,2022,6717,6717,6717,0,0,0,0,0,6717,0,0,0,0,0,0,0,0
AE,AE,73081000,1,e1,u10,202201,34464,25000,0.0,01,2022,34464,34464,34464,0,0,0,0,0,34464,0,0,0,0,0,0,0,0
AE,AE,73082000,1,e1,u10,202201,1038,20,0.0,01,2022,1038,1038,1038,0,0,0,0,0,1038,0,0,0,0,0,0,0,0
AE,AE,73083000,1,e1,u10,202201,14916,640,5.0,01,2022,14916,14916,14916,0,0,0,0,0,14916,0,0,0,0,0,0,0,0
AE,AE,73084000,1,e1,u10,202201,4109840,3451281,0.0,01,2022,4109840,4109840,4109840,0,0,0,0,0,4109840,0,0,0,0,0,0,0,0
AE,AE,73089098,1,e1,u10,202201,209123,97559,0.0,01,2022,209123,209123,209123,0,0,0,0,0,209123,0,0,0,0,0,0,0,0
AE,AE,73110011,1,e1,u11,202201,3935,42,5.0,01,2022,3935,3935,3935,0,0,0,0,0,0,3935,0,0,0,0,0,0,0
AE,AE,73121081,1,e1,u10,202201,6585,4280,0.0,01,2022,6585,6585,6585,0,0,0,0,0,6585,0,0,0,0,0,0,0,0
AE,AE,73121083,1,e1,u10,202201,73928,39136,0.0,01,2022,73928,73928,73928,0,0,0,0,0,73928,0,0,0,0,0,0,0,0
AE,AE,73121085,1,e1,u10,202201,36331,22300,0.0,01,2022,36331,36331,36331,0,0,0,0,0,36331,0,0,0,0,0,0,0,0
AE,AE,73143100,1,e1,u10,202201,247782,151309,0.0,01,2022,247782,247782,247782,0,0,0,0,0,247782,0,0,0,0,0,0,0,0
AE,AE,73144900,1,e1,u10,202201,78503,50336,0.0,01,2022,78503,78503,78503,0,0,0,0,0,78503,0,0,0,0,0,0,0,0
AE,AE,73181558,1,e1,u10,202201,23240,22498,0.0,01,2022,23240,23240,23240,0,0,0,0,0,23240,0,0,0,0,0,0,0,0
AE,AE,73181595,1,e1,u10,202201,24714,22491,0.0,01,2022,24714,24714,24714,0,0,0,0,0,24714,0,0,0,0,0,0,0,0
AE,AE,73182900,1,e1,u10,202201,4019,572,0.0,01,2022,4019,4019,4019,0,0,0,0,0,4019,0,0,0,0,0,0,0,0
AE,AE,73209090,1,e1,u10,202201,2350,63,0.0,01,2022,2350,2350,2350,0,0,0,0,0,2350,0,0,0,0,0,0,0,0
AE,AE,73231000,1,e1,u10,202201,2628,357,0.0,01,2022,2628,2628,2628,0,0,0,0,0,2628,0,0,0,0,0,0,0,0
AE,AE,73259990,1,e1,u10,202201,17268,2138,0.0,01,2022,17268,17268,17268,0,0,0,0,0,17268,0,0,0,0,0,0,0,0
AE,AE,73269098,1,e1,u11,202201,45342,735,0.0,01,2022,45342,45342,45342,0,0,0,0,0,0,45342,0,0,0,0,0,0,0
AE,AE,74121000,1,e1,u10,202201,102443,9112,0.0,01,2022,102443,102443,102443,0,0,0,0,0,102443,0,0,0,0,0,0,0,0
AE,AE,74122000,1,e1,u10,202201,21193,2124,0.0,01,2022,21193,21193,21193,0,0,0,0,0,21193,0,0,0,0,0,0,0,0
AE,AE,74153300,1,e1,u10,202201,1767,195,0.0,01,2022,1767,1767,1767,0,0,0,0,0,1767,0,0,0,0,0,0,0,0
AE,AE,74198090,1,e1,u10,202201,8221,705,0.0,01,2022,8221,8221,8221,0,0,0,0,0,8221,0,0,0,0,0,0,0,0
AE,AE,75089000,1,e1,u10,202201,2775,1,0.0,01,2022,2775,2775,2775,0,0,0,0,0,2775,0,0,0,0,0,0,0,0
AE,AE,76011000,2,e1,uzz,202201,5317275,2201203,0.0,01,2022,5317275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,76012020,2,e1,uzz,202201,1090083,471517,0.0,01,2022,1090083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,76012080,1,e1,u11,202201,2367689,887465,0.0,01,2022,2367689,2367689,2367689,0,0,0,0,0,0,2367689,0,0,0,0,0,0,0
AE,AE,76020090,1,e1,u10,202201,45555,22741,0.0,01,2022,45555,45555,45555,0,0,0,0,0,45555,0,0,0,0,0,0,0,0
AE,AE,76069100,1,e1,u11,202201,109164,23092,0.0,01,2022,109164,109164,109164,0,0,0,0,0,0,109164,0,0,0,0,0,0,0
AE,AE,76071990,1,e1,u11,202201,12467,4717,0.0,01,2022,12467,12467,12467,0,0,0,0,0,0,12467,0,0,0,0,0,0,0
AE,AE,76082020,1,e1,u11,202201,8652,667,0.0,01,2022,8652,8652,8652,0,0,0,0,0,0,8652,0,0,0,0,0,0,0
AE,AE,76082081,1,e1,u11,202201,37827,11375,0.0,01,2022,37827,37827,37827,0,0,0,0,0,0,37827,0,0,0,0,0,0,0
AE,AE,76129030,1,e1,u11,202201,15661,23733,0.0,01,2022,15661,15661,15661,0,0,0,0,0,0,15661,0,0,0,0,0,0,0
AE,AE,76129080,1,e1,u11,202201,93144,14238,0.0,01,2022,93144,93144,93144,0,0,0,0,0,0,93144,0,0,0,0,0,0,0
AE,AE,76151030,1,e1,u11,202201,167614,74414,0.0,01,2022,167614,167614,167614,0,0,0,0,0,0,167614,0,0,0,0,0,0,0
AE,AE,76151080,2,e1,uzz,202201,1524,11,0.0,01,2022,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,76169100,1,e1,u11,202201,2372,336,0.0,01,2022,2372,2372,2372,0,0,0,0,0,0,2372,0,0,0,0,0,0,0
AE,AE,76169990,1,e1,u11,202201,16637,2850,0.0,01,2022,16637,16637,16637,0,0,0,0,0,0,16637,0,0,0,0,0,0,0
AE,AE,82079099,1,e1,u10,202201,2196,41,0.0,01,2022,2196,2196,2196,0,0,0,0,0,2196,0,0,0,0,0,0,0,0
AE,AE,82089000,1,e1,u10,202201,1556,1,0.0,01,2022,1556,1556,1556,0,0,0,0,0,1556,0,0,0,0,0,0,0,0
AE,AE,83011000,1,e1,u10,202201,1372,229,0.0,01,2022,1372,1372,1372,0,0,0,0,0,1372,0,0,0,0,0,0,0,0
AE,AE,83014090,2,e1,u10,202201,88263,628,0.0,01,2022,88263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,83017000,2,e1,u10,202201,1030,1,0.0,01,2022,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,83024110,1,e1,u10,202201,1734,10,0.0,01,2022,1734,1734,1734,0,0,0,0,0,1734,0,0,0,0,0,0,0,0
AE,AE,83052000,1,e1,u11,202201,1132,349,0.0,01,2022,1132,1132,1132,0,0,0,0,0,0,1132,0,0,0,0,0,0,0
AE,AE,83062900,1,e1,u10,202201,1321,271,0.0,01,2022,1321,1321,1321,0,0,0,0,0,1321,0,0,0,0,0,0,0,0
AE,AE,83111000,1,e1,u10,202201,25064,7168,0.0,01,2022,25064,25064,25064,0,0,0,0,0,25064,0,0,0,0,0,0,0,0
AE,AE,84079090,1,e1,u11,202201,3584,198,2.0,01,2022,3584,3584,3584,0,0,0,0,0,0,3584,0,0,0,0,0,0,0
AE,AE,84099100,1,e1,u11,202201,6180,20000,0.0,01,2022,6180,6180,6180,0,0,0,0,0,0,6180,0,0,0,0,0,0,0
AE,AE,84099900,1,e1,u11,202201,1161,38,0.0,01,2022,1161,1161,1161,0,0,0,0,0,0,1161,0,0,0,0,0,0,0
AE,AE,84119100,1,e1,u10,202201,1663,1,0.0,01,2022,1663,1663,1663,0,0,0,0,0,1663,0,0,0,0,0,0,0,0
AE,AE,84119900,1,e1,u10,202201,30080,37873,0.0,01,2022,30080,30080,30080,0,0,0,0,0,30080,0,0,0,0,0,0,0,0
AE,AE,84119900,2,e1,u10,202201,50644,162,0.0,01,2022,50644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,84122120,2,e1,uzz,202201,8973,7,0.0,01,2022,8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,84122981,2,e1,uzz,202201,55694,28,0.0,01,2022,55694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,84129040,1,e1,u10,202201,5037,576,0.0,01,2022,5037,5037,5037,0,0,0,0,0,5037,0,0,0,0,0,0,0,0
AE,AE,84129080,1,e1,u10,202201,6045,28,0.0,01,2022,6045,6045,6045,0,0,0,0,0,6045,0,0,0,0,0,0,0,0
AE,AE,84132000,1,e1,u10,202201,126614,9621,188.0,01,2022,126614,126614,126614,0,0,0,0,0,126614,0,0,0,0,0,0,0,0
AE,AE,84136020,1,e1,u10,202201,4250,95,0.0,01,2022,4250,4250,4250,0,0,0,0,0,4250,0,0,0,0,0,0,0,0
AE,AE,84148059,1,e1,u11,202201,168062,19236,768.0,01,2022,168062,168062,168062,0,0,0,0,0,0,168062,0,0,0,0,0,0,0
AE,AE,84148078,1,e1,u11,202201,46717,12900,2.0,01,2022,46717,46717,46717,0,0,0,0,0,0,46717,0,0,0,0,0,0,0
AE,AE,84159000,1,e1,u11,202201,17058,1506,0.0,01,2022,17058,17058,17058,0,0,0,0,0,0,17058,0,0,0,0,0,0,0
AE,AE,84189910,1,e1,u10,202201,32988,3642,0.0,01,2022,32988,32988,32988,0,0,0,0,0,32988,0,0,0,0,0,0,0,0
AE,AE,84195020,1,e1,u10,202201,2550,189,0.0,01,2022,2550,2550,2550,0,0,0,0,0,2550,0,0,0,0,0,0,0,0
AE,AE,84195080,1,e1,u10,202201,89319,9051,0.0,01,2022,89319,89319,89319,0,0,0,0,0,89319,0,0,0,0,0,0,0,0
AE,AE,84199085,1,e1,u10,202201,7257,538,0.0,01,2022,7257,7257,7257,0,0,0,0,0,7257,0,0,0,0,0,0,0,0
AE,AE,84213915,1,e1,u10,202201,8272,538,0.0,01,2022,8272,8272,8272,0,0,0,0,0,8272,0,0,0,0,0,0,0,0
AE,AE,84219990,1,e1,u10,202201,4804,312,0.0,01,2022,4804,4804,4804,0,0,0,0,0,4804,0,0,0,0,0,0,0,0
AE,AE,84239010,1,e1,u10,202201,1292,983,0.0,01,2022,1292,1292,1292,0,0,0,0,0,1292,0,0,0,0,0,0,0,0
AE,AE,84248970,1,e1,u10,202201,4674,166,0.0,01,2022,4674,4674,4674,0,0,0,0,0,4674,0,0,0,0,0,0,0,0
AE,AE,84254200,1,e1,u10,202201,5405,286,22.0,01,2022,5405,5405,5405,0,0,0,0,0,5405,0,0,0,0,0,0,0,0
AE,AE,84283920,1,e1,u10,202201,22561,8830,0.0,01,2022,22561,22561,22561,0,0,0,0,0,22561,0,0,0,0,0,0,0,0
AE,AE,84314300,1,e1,u10,202201,33876,496,0.0,01,2022,33876,33876,33876,0,0,0,0,0,33876,0,0,0,0,0,0,0,0
AE,AE,84314300,2,e1,u10,202201,2030,5,0.0,01,2022,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE,AE,84314980,1,e1,u10,202201,1324,16,0.0,01,2022,1324,1324,1324,0,0,0,0,0,1324,0,0,0,0,0,0,0,0
AE,AE,84431970,1,e1,u10,202201,4408,70,1.0,01,2022,4408,4408,4408,0,0,0,0,0,4408,0,0,0,0,0,0,0,0
AE,AE,84439990,1,e1,u10,202201,3310,981,0.0,01,2022,3310,3310,3310,0,0,0,0,0,3310,0,0,0,0,0,0,0,0
AE,AE,84609000,1,e1,u10,202201,1300,24,2.0,01,2022,1300,1300,1300,0,0,0,0,0,1300,0,0,0,0,0,0,0,0
AE,AE,84678900,1,e1,u10,202201,8558,295,0.0,01,2022,8558,8558,8558,0,0,0,0,0,8558,0,0,0,0,0,0,0,0
AE,AE,84679900,1,e1,u10,202201,6586,121,0.0,01,2022,6586,6586,6586,0,0,0,0,0,6586,0,0,0,0,0,0,0,0
AE,AE,84713000,1,e1,u10,202201,223977,1304,820.0,01,2022,223977,223977,223977,0,0,0,0,0,223977,0,0,0,0,0,0,0,0
AE,AE,84716060,1,e1,u10,202201,1616,30,200.0,01,2022,1616,1616,1616,0,0,0,0,0,1616,0,0,0,0,0,0,0,0
AE,AE,84716070,1,e1,u10,202201,1806,100,340.0,01,2022,1806,1806,1806,0,0,0,0,0,1806,0,0,0,0,0,0,0,0
AE,AE,84717098,1,e1,u10,202201,3572,20,5.0,01,2022,3572,3572,3572,0,0,0,0,0,3572,0,0,0,0,0,0,0,0
AE,AE,84719000,1,e1,u10,202201,22908,31,456.0,01,2022,22908,22908,22908,0,0,0,0,0,22908,0,0,0,0,0,0,0,0
AE,AE,84733080,1,e1,u10,202201,8162,131,0.0,01,2022,8162,8162,8162,0,0,0,0,0,8162,0,0,0,0,0,0,0,0
AE,AE,84735080,1,e1,u10,202201,6450,4,0.0,01,2022,6450,6450,6450,0,0,0,0,0,6450,0,0,0,0,0,0,0,0
AE,AE,84749010,1,e1,u10,202201,48362,23285,0.0,01,2022,48362,48362,48362,0,0,0,0,0,48362,0,0,0,0,0,0,0,0
AE,AE,84798997,1,e1,u10,202201,40968,1783,0.0,01,2022,40968,40968,40968,0,0,0,0,0,40968,0,0,0,0,0,0,0,0
AE,AE,84799070,1,e1,u10,202201,42534,759,0.0,01,2022,42534,42534,42534,0,0,0,0,0,42534,0,0,0,0,0,0,0,0
AE,AE,84818099,1,e1,u11,202201,12266,362,0.0,01,2022,12266,12266,12266,0,0,0,0,0,0,12266,0,0,0,0,0,0,0
AE,AE,84819000,1,e1,u11,202201,11858,2370,0.0,01,2022,11858,11858,11858,0,0,0,0,0,0,11858,0,0,0,0,0,0,0
AE,AE,84836080,1,e1,u10,202201,18492,754,0.0,01,2022,18492,18492,18492,0,0,0,0,0,18492,0,0,0,0,0,0,0,0
AE,AE,84841000,1,e1,u10,202201,31265,350,0.0,01,2022,31265,31265,31265,0,0,0,0,0,31265,0,0,0,0,0,0,0,0
AE,AE,84879090,1,e1,u10,202201,3714,1800,0.0,01,2022,3714,3714,3714,0,0,0,0,0,3714,0,0,0,0,0,0,0,0
AE,AE,85016400,1,e1,u10,202201,9971,1,1.0,01,2022,9971,9971,9971,0,0,0,0,0,9971,0,0,0,0,0,0,0,0
AE,AE,85030099,1,e1,u11,202201,5344,412,0.0,01,2022,5344,5344,5344,0,0,0,0,0,0,5344,0,0,0,0,0,0,0
AE,AE,85042100,1,e1,u10,202201,88318,19375,9.0,01,2022,88318,88318,88318,0,0,0,0,0,88318,0,0,0,0,0,0,0,0
AE,AE,85042210,1,e1,u10,202201,217861,54600,12.0,01,2022,217861,217861,217861,0,0,0,0,0,217861,0,0,0,0,0,0,0,0
AE,AE,85042290,1,e1,u10,202201,97971,24800,4.0,01,2022,97971,97971,97971,0,0,0,0,0,97971,0,0,0,0,0,0,0,0
AE,AE,85044090,1,e1,u10,202201,1585,358,0.0,01,2022,1585,1585,1585,0,0,0,0,0,1585,0,0,0,0,0,0,0,0
AE,AE,85045000,1,e1,u10,202201,9101,248,0.0,01,2022,9101,9101,9101,0,0,0,0,0,9101,0,0,0,0,0,0,0,0
AE,AE,85072020,1,e1,u11,202201,71016,37289,1188.0,01,2022,71016,71016,71016,0,0,0,0,0,0,71016,0,0,0,0,0,0,0
AE,AE,85072080,1,e1,u11,202201,135321,56331,14107.0,01,2022,135321,135321,135321,0,0,0,0,0,0,135321,0,0,0,0,0,0,0
AE,AE,85098000,1,e1,u11,202201,1044,17,0.0,01,2022,1044,1044,1044,0,0,0,0,0,0,1044,0,0,0,0,0,0,0
AE,AE,85171300,1,e1,u10,202201,1873592,5903,12437.0,01,2022,1873592,1873592,1873592,0,0,0,0,0,1873592,0,0,0,0,0,0,0,0
AE,AE,85171400,1,e1,u10,202201,63873,332,830.0,01,2022,63873,63873,63873,0,0,0,0,0,63873,0,0,0,0,0,0,0,0
AE,AE,85171800,1,e1,u10,202201,302521,725,0.0,01,2022,302521,302521,302521,0,0,0,0,0,302521,0,0,0,0,0,0,0,0
AE,AE,85176200,1,e1,u10,202201,1171802,5248,0.0,01,2022,1171802,1171802,1171802,0,0,0,0,0,1171802,0,0,0,0,0,0,0,0
AE,AE,85176990,1,e1,u10,202201,2380,99,0.0,01,2022,2380,2380,2380,0,0,0,0,0,2380,0,0,0,0,0,0,0,0
AE,AE,85177900,1,e1,u10,202201,547325,1474,0.0,01,2022,547325,547325,547325,0,0,0,0,0,547325,0,0,0,0,0,0,0,0
AE,AE,85182100,1,e1,u10,202201,9689,270,797.0,01,2022,9689,9689,9689,0,0,0,0,0,9689,0,0,0,0,0,0,0,0
AE,AE,85183000,1,e1,u10,202201,1066,10,0.0,01,2022,1066,1066,1066,0,0,0,0,0,1066,0,0,0,0,0,0,0,0
AE,AE,85234990,1,e1,u10,202201,10378,123,1035.0,01,2022,10378,10378,10378,0,0,0,0,0,10378,0,0,0,0,0,0,0,0
AE,AE,85235200,1,e1,u10,202201,26591,179,31942.0,01,2022,26591,26591,26591,0,0,0,0,0,26591,0,0,0,0,0,0,0,0
AE,AE,85235990,1,e1,u10,202201,915,1,20.0,01,2022,915,915,915,0,0,0,0,0,915,0,0,0,0,0,0,0,0
AE,AE,85258900,1,e1,u10,202201,16593,50,424.0,01,2022,16593,16593,16593,0,0,0,0,0,16593,0,0,0,0,0,0,0,0
AE,AE,85285900,1,e1,u11,202201,2587,318,3.0,01,2022,2587,2587,2587,0,0,0,0,0,0,2587,0,0,0,0,0,0,0
AE,AE,85287115,1,e1,u10,202201,27254,1955,46.0,01,2022,27254,27254,27254,0,0,0,0,0,27254,0,0,0,0,0,0,0,0
